entity;label
Q2250;Telemark Canal
Q5583;Canale dei Buranelli
Q5615;Deyma River
Q5635;Masurian Canal
Q5637;Elbląg Canal
Q8565;Canal de Jonage
Q11801;Trent and Mersey Canal
Q14348;Welland Canal
Q19914;Grand Union Canal
Q31263;Volga–Baltic Waterway
Q31347;Grand Canal
Q48753;Bernistap Tunnel
Q51126;Cagnan Canal
Q118946;Kielsterdiep
Q119314;North Sea Canal
Q122408;Canal latéral à la Marne
Q124896;Ob–Yenisei Canal
Q135388;Canal de l'Est
Q135479;Canal du Nivernais
Q153085;Rhine-Main-Danube Canal
Q154422;Chichester Canal
Q162981;Elbe–Havel Canal
Q166963;Q166963
Q175134;Piast Canal
Q176016;Ludwigsluster Kanal
Q177173;Larsen Channel
Q179423;Einser-Kanal
Q184513;Q184513
Q197592;Zhengguo Canal
Q202788;Q202788
Q207217;Q207217
Q211339;Canale dei Molini
Q224919;Karakum Canal
Q228617;Zuid-Willemsvaart
Q232830;Q232830
Q238725;Oxford Canal
Q248087;Zülowkanal
Q253128;Nieuwe Merwede
Q282573;Dessel-Kwaadmechelen canal
Q290738;Trent–Severn Waterway
Q300875;Aalemannkanal
Q301498;Aarkanaal
Q302505;Hoendiep
Q309243;Grand Canal
Q314162;Elbe Lateral Canal
Q315302;Britz Canal
Q316287;Neukölln Ship Canal
Q316300;Nordkanal
Q318941;Coevorden-Piccardie-Kanal
Q319988;Abfanggraben
Q324404;Luisenstadt Canal
Q328903;Canal des Ardennes
Q336097;Danube–Oder Canal
Q338483;Canal de Roubaix
Q338691;Švarcenberský Kanál
Q339660;Čertovka
Q340983;Q340983
Q357323;Kłodnica Canal
Q362331;Naviglio Pavese
Q371823;Ruhr Ship Canal
Q382574;Grand Canal d'Alsace
Q386538;Canal Imperial de Aragón
Q393107;Kanał Żerański
Q400307;Ahkiolahti Canal
Q427742;Canal through Zuid-Beveland
Q431863;Göta Canal
Q442959;Altmühlzuleiter
Q442962;Altmühlüberleiter
Q445400;Ludwig Canal
Q445555;Oder–Spree Canal
Q450876;Gliwice Canal
Q452461;Stecknitz Canal
Q459578;Erie Canal
Q461457;White Sea – Baltic Canal
Q462332;Q462332
Q471382;Kinda Canal
Q478348;Amsterdam–Rhine Canal
Q481624;Rhine–Herne Canal
Q512254;Boudewijnkanaal
Q521579;Havel Canal
Q523166;gracht
Q548155;Ems-Jade-Kanal
Q561211;Finow Canal
Q562206;Teltow Canal
Q566411;Fossa Carolina
Q568819;Bijlands Kanaal
Q581307;São Gonçalo Channel
Q586779;Dedemsvaart
Q588769;Irtysh–Karaganda Canal
Q591881;Johan Frisokanaal
Q592260;Danube – Black Sea Canal
Q593500;Markervaart
Q603702;Bossuit-Kortrijk Canal
