entity;label;popularity
Q272586;Pichincha Province;1109
Q220451;Azuay Province;610
Q335464;Guayas Province;573
Q241140;Cotopaxi Province;464
Q504238;Loja Province;411
Q321863;Imbabura Province;379
Q504666;Manabí Province;344
Q744670;Zamora-Chinchipe Province;299
Q321729;Carchi Province;273
Q466019;El Oro Province;268
Q549522;Morona-Santiago Province;267
Q238492;Chimborazo Province;261
Q335526;Esmeraldas;259
Q335471;Cañar Province;200
Q211900;Napo Province;198
Q504252;Tungurahua Province;178
Q499456;Sucumbíos Province;166
Q475038;Galápagos Province;165
Q504260;Los Ríos Province;129
Q214814;Pastaza Province;123
Q261165;Bolívar Province;77
Q499475;Orellana Province;62
Q1124125;Santa Elena Province;60
Q1123208;Santo Domingo de los Tsáchilas Province;56
