entity;label
Q283800;King Arthur's Round Table, Cumbria
Q534028;Woodhenge
Q630312;Arbor Low
Q643631;Ring of Brodgar
Q804919;Balfarg
Q1478558;Stones  of Stenness
Q1516300;Stanton Drew stone circles
Q1702090;Maumbury Rings
Q1950641;Mount Pleasant henge
Q2410079;The Bull Ring
Q2552830;Waulud's Bank
Q3302945;Mayburgh Henge
Q4476191;Wormy Hillock Henge
Q15148617;Knowlton Circles
Q17642105;Henge complex NW of Hickens Bridge
Q17643183;Henge 600yds (550m) E of Akeld Lodge
Q17643232;Henge, pit-circle and later cemetery, 850m north east of Millfield Hill
Q17643868;Henge on Birkwood Common
Q17643958;Henge 315m north west of Westcott
Q17644156;A henge re-used as a medieval playing place, 75m north east of Castle Hill Farm
Q17644193;Henge with stone circle called the Stripple Stones and adjacent bowl barrow 415m south east of Hawk's Tor
Q17646791;Henge monument 500m north west of Low Barn
Q17646798;Henge monument 300m north west of Cana Barn
Q17646946;Henge monument 350m north-east of Long Ivor Farm
Q17646969;Henge 300m ENE of Newbarns Farm
Q17648062;Henge monuments at Durrington Walls and Woodhenge, a round barrow cemetery, two additional round barrows and four settlements
Q17650380;Henge Monument/enclosure, on Everleigh Down, north of Weather Hill Firs
Q17650820;Henge, 550m south east of Tone Hall
Q17658649;Twyford henge and Round Hill bowl barrow
Q17661432;Henge 500m north west of Bush Wood
Q17662642;Henge, henge type monument and bowl barrow 500m south-east of Dairy Farm
Q17663471;Henge monument 300m south of Longbarrow Cross Roads, east of A360
Q17663932;Group of henge monuments, an associated group of round barrows, a Saxon cemetery, and a Norman church at Knowlton
Q17664968;Henge 70m north east of Cross Cottages
Q17671764;Henge 220m ESE of Herring's House
Q17671808;Henge 120m south of Lodge Farm
Q17672779;Henge monument 400m south of Stonehenge Cottages
Q17673790;Henge 850m south east of Foss Road Farm
Q17673890;Henge and associated barrow cemetery south of Home Whin Farm
Q17674125;Henge 370m north east of Drove Cottage
Q17674128;Henge, ring ditch and prehistoric settlement remains, 450m west of High Holborn Lodge
Q17677720;Henge monument 300m north of Nunwick
Q31283162;Henge de Roda
Q56666767;Picts Knowe
Q79804955;Broadlea henge
