entity;label
Q4013;Hôtel-Dieu de Lyon
Q28416;Hospicio Cabañas
Q72942;couvent des Récollets
Q114052;Alexander house clinic
Q190605;Q190605
Q190613;Q190613
Q200018;Langerwehe
Q221640;Ospedale L'Albergo Reale dei Poveri
Q300710;Aachener Augenheilanstalt
Q304099;Joseph T. Smitherman Historic Building
Q317608;Heilig-Geist-Hospital
Q334068;Neumünster Abbey
Q337267;Academy of San Carlos
Q338694;Am Spiegelgrund clinic
Q435836;Q435836
Q439228;Q439228
Q478165;Lund University Hospital
Q480504;Q480504
Q489283;MS Jutlandia
Q511360;Elizabeth Garrett Anderson and Obstetric Hospital
Q520779;Former Cottage Hospital, Monmouth
Q537149;Grand-Hôtel du Cap-Ferrat
Q559006;Q559006
Q606548;St Antonius Spital in Gmünd
Q617048;Bernhard Nocht Institute for Tropical Medicine
Q630320;Strecker Memorial Laboratory
Q632127;Nur al-Din Bimaristan
Q642435;Hohenlychen Sanatorium
Q654428;Q654428
Q657238;Waverly Hills Sanatorium
Q662515;Hospital Real de Todos os Santos
Q683875;Old Hospital de la Santa Creu, Barcelona
Q760312;Q760312
Q781879;Universitetssjukhuset MAS
Q798757;Bad Reiboldsgrün
Q810414;Basler Hospital
Q814053;Beelitz-Heilstätten
Q831173;Bethanien (Berlin)
Q847384;Utrechts Conservatorium
Q856882;Bicêtre
Q870501;HMS Minden
Q873309;Sanatorium Purkersdorf
Q873715;Narrenturm
Q915984;Q915984
Q958440;Hôtel-Dieu de Château-Thierry
Q991665;Verdala Palace
Q1003498;Franja Partisan Hospital
Q1009269;Bundeswehrkrankenhaus Detmold
Q1014903;Burger Hospital
Q1021472;Q1021472
Q1021473;Bürgerspital Döllersheim
Q1021476;Bürgerspital Basel
Q1021477;Ehemaliges Bürgerspital, St Veit an der Glan
Q1065120;La Vieille Charité
Q1115846;Ospedale del Ceppo
Q1136673;Q1136673
Q1142621;Alcatraz Hospital
Q1148324;Franz Mayer Museum
Q1205675;Deutsches Haus
Q1205807;German Lazaret
Q1225005;Heilig-Geist-Spital
Q1230111;Q1230111
Q1237989;Q1237989
